Price: 276492, Size: 402699 
Price: 599551, Size: 802892 
Price: 767795, Size: 828803 
Price: 352896, Size: 371273 
Price: 281508, Size: 406603 
Price: 271410, Size: 859643 
Price: 433156, Size: 965113 
Price: 131524, Size: 355688 
Price: 559200, Size: 768905 
Price: 257406, Size: 856756 
Price: 88134, Size: 669754 
Price: 314704, Size: 656015 
Price: 437946, Size: 513282 
Price: 220252, Size: 624976 
Price: 351118, Size: 502719 
Price: 363222, Size: 660442 
Price: 59340, Size: 71378 
Price: 527963, Size: 801392 
Price: 686147, Size: 974721 
Price: 899915, Size: 944208 
Price: 190761, Size: 879673 
Price: 333844, Size: 608604 
Price: 403771, Size: 446651 
Price: 145963, Size: 394352 
Price: 213241, Size: 928270 
Price: 142999, Size: 660821 
Price: 213947, Size: 797724 
Price: 26747, Size: 528789 
Price: 282565, Size: 504929 
Price: 536252, Size: 539891 
Price: 275061, Size: 600415 
Price: 201938, Size: 371706 
Price: 50156, Size: 184624 
Price: 111958, Size: 541686 
Price: 185555, Size: 325547 
Price: 234955, Size: 872068 
Price: 113636, Size: 840182 
Price: 314349, Size: 659205 
Price: 733973, Size: 801583 
Price: 918601, Size: 991246 
Price: 91098, Size: 220641 
Price: 543137, Size: 665682 
Price: 737754, Size: 875696 
Price: 169568, Size: 654293 
Price: 115773, Size: 671037 
Price: 49658, Size: 619285 
Price: 363715, Size: 934404 
Price: 63357, Size: 907350 
Price: 70936, Size: 562529 
Price: 624413, Size: 876816 
Price: 99401, Size: 462598 
Price: 584225, Size: 919529 
Price: 755311, Size: 830546 
Price: 310799, Size: 959568 
Price: 656848, Size: 705484 
Price: 515350, Size: 977049 
Price: 332692, Size: 802536 
Price: 8593, Size: 305244 
Price: 413394, Size: 625468 
Price: 4205, Size: 255161 
Price: 291138, Size: 454287 
Price: 142286, Size: 617207 
Price: 600054, Size: 848300 
Price: 422661, Size: 493159 
Price: 62744, Size: 250557 
Price: 47140, Size: 191708 
Price: 919997, Size: 982785 
Price: 33682, Size: 41987 
Price: 160686, Size: 691896 
Price: 23760, Size: 867266 
Price: 34882, Size: 146093 
Price: 179874, Size: 515924 
Price: 113189, Size: 852958 
Price: 274778, Size: 907896 
Price: 89664, Size: 376034 
Price: 446199, Size: 959764 
Price: 578140, Size: 616157 
Price: 278886, Size: 362746 
Price: 491297, Size: 585795 
Price: 374968, Size: 452925 
Price: 552290, Size: 963182 
Price: 279090, Size: 502038 
Price: 186277, Size: 957913 
Price: 49451, Size: 877983 
Price: 640484, Size: 976192 
Price: 201717, Size: 525480 
Price: 92169, Size: 157927 
Price: 723540, Size: 985534 
Price: 474570, Size: 755050 
Price: 314199, Size: 717370 
Price: 294800, Size: 635363 
Price: 273597, Size: 773836 
Price: 456653, Size: 577578 
Price: 234677, Size: 242401 
Price: 696283, Size: 927891 
Price: 33861, Size: 879688 
Price: 498385, Size: 572893 
Price: 555187, Size: 719270 
Price: 37898, Size: 386774 
Price: 68350, Size: 407978 
Price: 328816, Size: 903622 
Price: 233539, Size: 675076 
Price: 371697, Size: 864863 
Price: 270918, Size: 848782 
Price: 327293, Size: 730359 
Price: 223658, Size: 781517 
Price: 396222, Size: 660837 
Price: 351024, Size: 921875 
Price: 533333, Size: 847555 
Price: 25812, Size: 569022 
Price: 145237, Size: 441670 
Price: 211304, Size: 710639 
Price: 282874, Size: 644038 
Price: 467771, Size: 715029 
Price: 469811, Size: 981168 
Price: 55506, Size: 707513 
Price: 209209, Size: 730312 
Price: 231116, Size: 314406 
Price: 30367, Size: 96238 
Price: 312501, Size: 495078 
Price: 242643, Size: 460321 
Price: 231141, Size: 996234 
Price: 324212, Size: 799861 
Price: 458535, Size: 900747 
Price: 732005, Size: 816405 
Price: 455095, Size: 460629 
Price: 609314, Size: 995074 
Price: 114652, Size: 557730 
Price: 200533, Size: 710241 
Price: 14807, Size: 867179 
Price: 684746, Size: 904303 
Price: 477649, Size: 559548 
Price: 243627, Size: 770798 
Price: 397887, Size: 682479 
Price: 331351, Size: 851952 
Price: 87899, Size: 735364 
Price: 571194, Size: 885709 
Price: 875035, Size: 917056 
Price: 168388, Size: 807456 
Price: 441033, Size: 722801 
Price: 6738, Size: 56250 
Price: 816397, Size: 863391 
Price: 233352, Size: 928779 
Price: 297797, Size: 345877 
Price: 201566, Size: 378849 
Price: 725433, Size: 825663 
Price: 855309, Size: 958684 
Price: 279999, Size: 300704 
Price: 165579, Size: 901338 
Price: 136484, Size: 688205 
Price: 151671, Size: 577411 
Price: 227725, Size: 775794 
Price: 42235, Size: 903917 
Price: 749141, Size: 995231 
Price: 28418, Size: 505110 
Price: 212700, Size: 369272 
Price: 146774, Size: 392028 
Price: 69341, Size: 388812 
Price: 206693, Size: 627808 
Price: 663592, Size: 771680 
Price: 727450, Size: 944185 
Price: 244122, Size: 438069 
Price: 28857, Size: 336308 
Price: 404493, Size: 686804 
Price: 12412, Size: 405279 
Price: 233984, Size: 324867 
Price: 142351, Size: 591108 
Price: 349528, Size: 732531 
Price: 168775, Size: 644035 
Price: 436197, Size: 783750 
Price: 313306, Size: 861521 
Price: 21387, Size: 595629 
Price: 542456, Size: 618142 
Price: 247808, Size: 747797 
Price: 514512, Size: 918254 
Price: 20097, Size: 255435 
Price: 623855, Size: 816709 
Price: 421687, Size: 649591 
Price: 479269, Size: 700229 
Price: 327471, Size: 712565 
Price: 609443, Size: 760696 
Price: 828802, Size: 966904 
Price: 117908, Size: 418246 
Price: 279277, Size: 317164 
Price: 458938, Size: 783586 
Price: 412211, Size: 684451 
Price: 424216, Size: 864113 
Price: 238972, Size: 968238 
Price: 861062, Size: 919299 
Price: 282718, Size: 721001 
Price: 591496, Size: 658158 
Price: 542452, Size: 766437 
Price: 29492, Size: 613933 
Price: 147820, Size: 742256 
Price: 301992, Size: 437082 
Price: 314012, Size: 387828 
Price: 914775, Size: 920730 
Price: 728551, Size: 959020 
Price: 242366, Size: 562919 
Price: 242830, Size: 478466 
Price: 239898, Size: 677105 
Price: 570970, Size: 743918 
Price: 366692, Size: 729700 
Price: 72499, Size: 174794 
Price: 96685, Size: 523920 
Price: 618191, Size: 688918 
Price: 755857, Size: 962726 
Price: 285192, Size: 956187 
Price: 71668, Size: 291099 
Price: 801646, Size: 816561 
Price: 16913, Size: 160864 
Price: 188919, Size: 730461 
Price: 378102, Size: 502530 
Price: 15112, Size: 384025 
Price: 160395, Size: 318814 
Price: 635712, Size: 858617 
Price: 619960, Size: 892495 
Price: 174089, Size: 738881 
Price: 397146, Size: 473403 
Price: 719624, Size: 786147 
Price: 101331, Size: 307803 
Price: 399491, Size: 990566 
Price: 23870, Size: 165128 
Price: 308578, Size: 922910 
Price: 310605, Size: 454045 
Price: 294499, Size: 448895 
Price: 98469, Size: 947186 
Price: 273630, Size: 497827 
Price: 15510, Size: 436000 
Price: 235412, Size: 237983 
Price: 498857, Size: 549084 
Price: 644847, Size: 970081 
Price: 132135, Size: 750036 
Price: 137361, Size: 999141 
Price: 370237, Size: 395983 
Price: 7801, Size: 604406 
Price: 51518, Size: 913176 
Price: 104553, Size: 875856 
Price: 52211, Size: 894121 
Price: 14419, Size: 516728 
Price: 40413, Size: 885856 
Price: 28026, Size: 945214 
Price: 46263, Size: 376561 
Price: 127854, Size: 878303 
Price: 255932, Size: 540579 
Price: 678073, Size: 955981 
Price: 62286, Size: 122427 
Price: 189822, Size: 786154 
Price: 104858, Size: 769102 
Price: 818431, Size: 913833 
Price: 57281, Size: 918816 
Price: 649331, Size: 987383 
Price: 17338, Size: 949139 
Price: 24373, Size: 798854 
Price: 423061, Size: 840582 
Price: 211216, Size: 922097 
Price: 105261, Size: 692910 
Price: 367219, Size: 652861 
Price: 473161, Size: 559205 
Price: 694487, Size: 774880 
Price: 573989, Size: 585704 
Price: 4276, Size: 681241 
Price: 745529, Size: 866482 
Price: 677916, Size: 867289 
Price: 414833, Size: 646398 
Price: 402152, Size: 859652 
Price: 510556, Size: 789757 
Price: 467378, Size: 491578 
Price: 571321, Size: 988378 
Price: 303192, Size: 870044 
Price: 183516, Size: 821866 
Price: 746841, Size: 902938 
Price: 281071, Size: 654184 
Price: 338476, Size: 496046 
Price: 332543, Size: 831958 
Price: 459841, Size: 896970 
Price: 213059, Size: 264390 
Price: 303769, Size: 511345 
Price: 614303, Size: 887346 
Price: 216971, Size: 593116 
Price: 166734, Size: 505061 
Price: 74405, Size: 213427 
Price: 375267, Size: 970408 
Price: 391471, Size: 401365 
Price: 54371, Size: 428497 
Price: 79960, Size: 164069 
Price: 296501, Size: 377593 
Price: 97223, Size: 534166 
Price: 862077, Size: 963691 
Price: 244673, Size: 713804 
Price: 2594, Size: 966325 
Price: 220936, Size: 466000 
Price: 459558, Size: 775027 
Price: 270260, Size: 990459 
Price: 265052, Size: 940155 
Price: 138692, Size: 737653 
Price: 554268, Size: 590883 
Price: 351993, Size: 906036 
Price: 709099, Size: 715942 
Price: 366893, Size: 982632 
Price: 158537, Size: 387952 
Price: 87635, Size: 143080 
Price: 202422, Size: 409920 
Price: 197386, Size: 489649 
Price: 60859, Size: 771138 
Price: 206501, Size: 350731 
Price: 546617, Size: 745525 
Price: 593823, Size: 616530 
Price: 116914, Size: 849768 
Price: 203214, Size: 309177 
Price: 386847, Size: 916945 
Price: 361183, Size: 884769 
Price: 450232, Size: 620524 
Price: 205328, Size: 287236 
Price: 344835, Size: 559030 
Price: 125663, Size: 649829 
Price: 269393, Size: 676596 
Price: 449860, Size: 988316 
Price: 349524, Size: 861259 
Price: 184792, Size: 343827 
Price: 722514, Size: 781459 
Price: 575799, Size: 830551 
Price: 775429, Size: 956251 
Price: 252613, Size: 820087 
Price: 405669, Size: 732954 
Price: 6137, Size: 53488 
Price: 3081, Size: 931460 
Price: 366767, Size: 636621 
Price: 236852, Size: 465573 
Price: 400831, Size: 554337 
Price: 589279, Size: 830117 
Price: 314941, Size: 694138 
Price: 133133, Size: 458282 
Price: 544533, Size: 838036 
Price: 221468, Size: 456855 
Price: 496477, Size: 528199 
Price: 460856, Size: 757145 
Price: 142233, Size: 888630 
Price: 622721, Size: 633884 
Price: 347268, Size: 919959 
Price: 554467, Size: 870253 
Price: 75025, Size: 529831 
Price: 135172, Size: 831452 
Price: 429407, Size: 760974 
Price: 134155, Size: 952554 
Price: 268593, Size: 271880 
Price: 247936, Size: 949535 
Price: 6710, Size: 404123 
Price: 196380, Size: 344539 
Price: 574171, Size: 691445 
Price: 89651, Size: 712227 
Price: 103396, Size: 251962 
Price: 179270, Size: 460665 
Price: 128663, Size: 596601 
Price: 604679, Size: 970423 
Price: 257203, Size: 392065 
Price: 74295, Size: 267585 
Price: 472363, Size: 839588 
Price: 596190, Size: 864040 
Price: 499475, Size: 998887 
Price: 416803, Size: 941702 
Price: 26927, Size: 490609 
Price: 663590, Size: 838157 
Price: 82400, Size: 412421 
Price: 157025, Size: 868957 
Price: 325168, Size: 327972 
Price: 283765, Size: 941492 
Price: 122885, Size: 357060 
Price: 96103, Size: 363783 
Price: 155975, Size: 186461 
Price: 216612, Size: 663656 
Price: 635493, Size: 789294 
Price: 919063, Size: 986776 
Price: 379731, Size: 866405 
Price: 174389, Size: 423112 
Price: 34322, Size: 700127 
Price: 372144, Size: 810207 
Price: 479724, Size: 632757 
Price: 313702, Size: 789943 
Price: 117204, Size: 279751 
Price: 196199, Size: 899018 
Price: 274586, Size: 317519 
Price: 649092, Size: 854668 
Price: 831721, Size: 882233 
Price: 130472, Size: 749292 
Price: 694998, Size: 839004 
Price: 339903, Size: 994739 
Price: 106569, Size: 747625 
Price: 76947, Size: 956036 
Price: 412944, Size: 655028 
Price: 246118, Size: 842003 
Price: 285369, Size: 859582 
Price: 325466, Size: 918173 
Price: 101421, Size: 357524 
Price: 810466, Size: 860719 
Price: 84162, Size: 793164 
Price: 131039, Size: 976011 
Price: 574915, Size: 871510 
Price: 555523, Size: 790571 
Price: 712822, Size: 974192 
Price: 203424, Size: 468065 
Price: 95486, Size: 801804 
Price: 114430, Size: 733346 
Price: 65905, Size: 878686 
Price: 514319, Size: 756931 
Price: 725158, Size: 750920 
Price: 805086, Size: 976709 
Price: 276517, Size: 571953 
Price: 10062, Size: 481144 
Price: 117474, Size: 765731 
Price: 410901, Size: 914719 
Price: 374350, Size: 803589 
Price: 334060, Size: 626649 
Price: 300761, Size: 979295 
Price: 467205, Size: 806375 
Price: 242172, Size: 516950 
Price: 251030, Size: 644574 
Price: 309352, Size: 376083 
Price: 520243, Size: 745697 
Price: 348234, Size: 928357 
Price: 221575, Size: 806470 
Price: 855582, Size: 857337 
Price: 145761, Size: 855403 
Price: 353234, Size: 660561 
Price: 10874, Size: 605135 
Price: 499004, Size: 636320 
Price: 891937, Size: 911332 
Price: 155663, Size: 630911 
Price: 373998, Size: 489127 
Price: 353140, Size: 641096 
Price: 120685, Size: 601482 
Price: 184892, Size: 696773 
Price: 198615, Size: 213119 
Price: 132478, Size: 651056 
Price: 429127, Size: 598051 
Price: 132234, Size: 260846 
Price: 507646, Size: 572858 
Price: 132640, Size: 936259 
Price: 756985, Size: 933551 
Price: 206852, Size: 436935 
Price: 714696, Size: 825707 
Price: 340349, Size: 816228 
Price: 65054, Size: 304620 
Price: 137421, Size: 989776 
Price: 230409, Size: 232312 
Price: 322316, Size: 919056 
Price: 98881, Size: 549230 
Price: 107069, Size: 553196 
Price: 277444, Size: 484222 
Price: 137276, Size: 154343 
Price: 348817, Size: 996785 
Price: 52032, Size: 753309 
Price: 189225, Size: 440945 
Price: 292407, Size: 878875 
Price: 121430, Size: 236076 
Price: 539237, Size: 803417 
Price: 447286, Size: 704395 
Price: 439113, Size: 508543 
Price: 372982, Size: 408690 
Price: 220580, Size: 745149 
Price: 77844, Size: 528186 
Price: 679345, Size: 768907 
Price: 270164, Size: 678915 
Price: 275396, Size: 574310 
Price: 271865, Size: 310508 
Price: 395716, Size: 936323 
Price: 160831, Size: 285122 
Price: 496102, Size: 535801 
Price: 300019, Size: 377167 
Price: 185462, Size: 572627 
Price: 339911, Size: 444797 
Price: 485281, Size: 713419 
Price: 445664, Size: 687043 
Price: 327303, Size: 478898 
Price: 292791, Size: 546203 
Price: 663618, Size: 736978 
Price: 964743, Size: 999632 
Price: 564104, Size: 991201 
Price: 744200, Size: 796661 
Price: 289714, Size: 549120 
Price: 462510, Size: 880748 
Price: 416471, Size: 476671 
Price: 161206, Size: 844152 
Price: 96734, Size: 364532 
Price: 6322, Size: 699835 
Price: 93347, Size: 95210 
Price: 413486, Size: 649028 
Price: 211731, Size: 873471 
Price: 344814, Size: 385058 
Price: 505069, Size: 907740 
Price: 82188, Size: 553487 
Price: 458332, Size: 690318 
Price: 192460, Size: 228346 
Price: 678545, Size: 994732 
Price: 170031, Size: 528576 
Price: 303843, Size: 671039 
Price: 536862, Size: 993703 
Price: 734042, Size: 856332 
Price: 808659, Size: 878667 
Price: 431328, Size: 927547 
Price: 728270, Size: 993248 
Price: 99534, Size: 396820 
Price: 519446, Size: 855625 
Price: 572316, Size: 756570 
Price: 559996, Size: 864123 
Price: 36094, Size: 806079 
Price: 4756, Size: 929334 
Price: 817098, Size: 931716 
Price: 125798, Size: 960238 
Price: 249876, Size: 953920 
Price: 1861, Size: 180699 
Price: 282340, Size: 608165 
Price: 172738, Size: 501955 
Price: 320639, Size: 641343 
Price: 99927, Size: 290973 
Price: 634651, Size: 971646 
Price: 150347, Size: 486016 
Price: 269313, Size: 699784 
Price: 151951, Size: 936594 
Price: 118296, Size: 366094 
Price: 500794, Size: 513456 
Price: 11248, Size: 135474 
Price: 122021, Size: 363995 
Price: 61614, Size: 73971 
Price: 275638, Size: 617628 
Price: 387409, Size: 975485 
Price: 578036, Size: 815340 
Price: 44932, Size: 46228 
Price: 378443, Size: 419950 
Price: 156229, Size: 788567 
Price: 129615, Size: 545709 
Price: 171400, Size: 272805 
Price: 806141, Size: 880855 
Price: 427749, Size: 826341 
Price: 175643, Size: 880402 
Price: 4140, Size: 948836 
Price: 147402, Size: 980239 
Price: 33140, Size: 409053 
Price: 44245, Size: 249669 
Price: 221592, Size: 466362 
Price: 207460, Size: 423220 
Price: 470337, Size: 615450 
Price: 149216, Size: 594641 
Price: 358666, Size: 405806 
Price: 453088, Size: 933715 
Price: 623801, Size: 952090 
Price: 535532, Size: 975145 
Price: 127451, Size: 429484 
Price: 94851, Size: 903779 
Price: 214892, Size: 969467 
Price: 97629, Size: 153130 
Price: 175412, Size: 382173 
Price: 145170, Size: 410008 
Price: 527019, Size: 981742 
Price: 165542, Size: 454493 
Price: 261705, Size: 966344 
Price: 654010, Size: 903474 
Price: 286553, Size: 660727 
Price: 528047, Size: 651429 
Price: 291605, Size: 886040 
Price: 201647, Size: 383931 
Price: 260602, Size: 394080 
Price: 147110, Size: 472441 
Price: 680528, Size: 776329 
Price: 715046, Size: 886540 
Price: 123818, Size: 699977 
Price: 403883, Size: 991921 
Price: 672223, Size: 714543 
Price: 677334, Size: 935099 
Price: 155970, Size: 862806 
Price: 80836, Size: 730187 
Price: 265014, Size: 416859 
Price: 112836, Size: 403513 
Price: 267856, Size: 545034 
Price: 566822, Size: 631391 
Price: 61520, Size: 438644 
Price: 28984, Size: 138029 
Price: 148906, Size: 981760 
Price: 188523, Size: 664537 
Price: 849704, Size: 897008 
Price: 161677, Size: 501490 
Price: 362475, Size: 441951 
Price: 454051, Size: 749218 
Price: 154133, Size: 596983 
Price: 546526, Size: 763135 
Price: 796771, Size: 888176 
Price: 871779, Size: 969098 
Price: 218193, Size: 220604 
Price: 75736, Size: 954206 
Price: 786886, Size: 829481 
Price: 348413, Size: 719779 
Price: 570033, Size: 696483 
Price: 115905, Size: 747424 
Price: 650498, Size: 733605 
Price: 405259, Size: 845326 
Price: 107617, Size: 303202 
Price: 346693, Size: 993113 
Price: 266197, Size: 814530 
Price: 599475, Size: 801162 
Price: 11627, Size: 115321 
Price: 488928, Size: 617267 
Price: 11776, Size: 280683 
Price: 763976, Size: 891417 
Price: 293208, Size: 562586 
Price: 480497, Size: 999866 
Price: 170308, Size: 637518 
Price: 805181, Size: 844857 
Price: 36631, Size: 47432 
Price: 110301, Size: 632038 
Price: 161869, Size: 844505 
Price: 86660, Size: 386168 
Price: 170342, Size: 929589 
Price: 383321, Size: 633766 
Price: 472276, Size: 992662 
Price: 557288, Size: 848860 
Price: 318077, Size: 379530 
Price: 828839, Size: 965655 
Price: 66179, Size: 568306 
Price: 486635, Size: 662857 
Price: 195719, Size: 521536 
Price: 253725, Size: 323315 
Price: 528900, Size: 534021 
Price: 54638, Size: 276994 
Price: 133518, Size: 196423 
Price: 297652, Size: 924598 
Price: 583525, Size: 851622 
Price: 220848, Size: 516551 
Price: 626281, Size: 956816 
Price: 578530, Size: 789602 
Price: 502298, Size: 713173 
Price: 207381, Size: 280855 
Price: 513703, Size: 630657 
Price: 17944, Size: 810778 
Price: 358680, Size: 366462 
Price: 867060, Size: 927794 
Price: 34666, Size: 215684 
Price: 221234, Size: 307821 
Price: 488489, Size: 888527 
Price: 415870, Size: 514566 
Price: 838961, Size: 928272 
Price: 464115, Size: 649505 
Price: 264790, Size: 393688 
Price: 402529, Size: 840678 
Price: 119631, Size: 452033 
Price: 26815, Size: 941104 
Price: 26013, Size: 885764 
Price: 62263, Size: 648333 
Price: 167940, Size: 455711 
Price: 456466, Size: 962781 
Price: 343909, Size: 670322 
Price: 689802, Size: 806393 
Price: 84432, Size: 464491 
Price: 286059, Size: 656660 
Price: 601634, Size: 718047 
Price: 33186, Size: 645714 
Price: 64514, Size: 79449 
Price: 333111, Size: 762301 
Price: 676717, Size: 735549 
Price: 263158, Size: 799572 
Price: 136333, Size: 183072 
Price: 373628, Size: 897389 
Price: 402016, Size: 570363 
Price: 53382, Size: 403783 
Price: 104446, Size: 517363 
Price: 644373, Size: 838244 
Price: 47365, Size: 668724 
Price: 271913, Size: 800777 
Price: 674088, Size: 751191 
Price: 72741, Size: 948507 
Price: 37222, Size: 910717 
Price: 663889, Size: 841600 
Price: 188736, Size: 860602 
Price: 298121, Size: 307468 
Price: 130184, Size: 656549 
Price: 357914, Size: 799553 
Price: 737596, Size: 846284 
Price: 416590, Size: 767087 
Price: 450008, Size: 770489 
Price: 712443, Size: 874760 
Price: 192628, Size: 695475 
Price: 905501, Size: 918146 
Price: 542019, Size: 956233 
Price: 455955, Size: 610113 
Price: 50491, Size: 469043 
Price: 346365, Size: 419425 
Price: 72035, Size: 654241 
Price: 234199, Size: 343639 
Price: 179110, Size: 193820 
Price: 851048, Size: 892660 
Price: 8086, Size: 842620 
Price: 683817, Size: 789599 
Price: 270413, Size: 823949 
Price: 619088, Size: 762523 
Price: 270177, Size: 708517 
Price: 17860, Size: 55851 
Price: 671909, Size: 827576 
Price: 323978, Size: 651104 
Price: 863099, Size: 869138 
Price: 248312, Size: 437787 
Price: 101921, Size: 617803 
Price: 501564, Size: 844131 
Price: 138785, Size: 409572 
Price: 11745, Size: 700994 
Price: 418633, Size: 509303 
Price: 71456, Size: 691659 
Price: 68194, Size: 344329 
Price: 206561, Size: 823804 
Price: 78413, Size: 135793 
Price: 63246, Size: 977403 
Price: 365694, Size: 557437 
Price: 617202, Size: 749541 
Price: 544823, Size: 698839 
Price: 599451, Size: 852471 
Price: 905971, Size: 996778 
Price: 213450, Size: 475446 
Price: 85698, Size: 401308 
Price: 181855, Size: 254563 
Price: 178740, Size: 698529 
Price: 396313, Size: 976416 
Price: 260779, Size: 671243 
Price: 10651, Size: 406391 
Price: 403743, Size: 732881 
Price: 324559, Size: 904056 
Price: 182611, Size: 778470 
Price: 47804, Size: 443014 
Price: 681962, Size: 902824 
Price: 176771, Size: 177385 
Price: 567281, Size: 861797 
Price: 779165, Size: 980658 
Price: 214097, Size: 740948 
Price: 80035, Size: 964156 
Price: 205306, Size: 583248 
Price: 247272, Size: 859627 
Price: 415561, Size: 514565 
Price: 403778, Size: 834924 
Price: 85136, Size: 170034 
Price: 110372, Size: 127143 
Price: 665268, Size: 829238 
Price: 280662, Size: 521598 
Price: 159935, Size: 628657 
Price: 413575, Size: 814672 
Price: 228169, Size: 236818 
Price: 215295, Size: 933375 
Price: 283326, Size: 329123 
Price: 143389, Size: 565360 
Price: 544935, Size: 953618 
Price: 105711, Size: 596385 
Price: 86033, Size: 303226 
Price: 133299, Size: 735084 
Price: 647965, Size: 965640 
Price: 389982, Size: 816519 
Price: 596424, Size: 857328 
Price: 447828, Size: 565066 
Price: 266091, Size: 827404 
Price: 259655, Size: 310757 
Price: 395492, Size: 488719 
Price: 92745, Size: 629279 
Price: 17629, Size: 659249 
Price: 255844, Size: 670221 
Price: 209593, Size: 257065 
Price: 100900, Size: 199121 
Price: 212381, Size: 770207 
Price: 511639, Size: 511912 
Price: 368029, Size: 374624 
Price: 193449, Size: 813440 
Price: 423732, Size: 610798 
Price: 180413, Size: 556489 
Price: 703628, Size: 790223 
Price: 136279, Size: 459371 
Price: 233784, Size: 939844 
Price: 757073, Size: 990506 
Price: 60451, Size: 645151 
Price: 197465, Size: 909511 
Price: 274730, Size: 846628 
Price: 319690, Size: 322614 
Price: 480247, Size: 828114 
Price: 92046, Size: 220742 
Price: 648719, Size: 732395 
Price: 258951, Size: 931083 
Price: 182656, Size: 976393 
Price: 233786, Size: 916765 
Price: 306920, Size: 984588 
Price: 466467, Size: 761403 
Price: 367875, Size: 662359 
Price: 48792, Size: 106981 
Price: 323943, Size: 645244 
Price: 394631, Size: 407489 
Price: 44389, Size: 477590 
Price: 299421, Size: 802805 
Price: 251591, Size: 383412 
Price: 744513, Size: 877923 
Price: 594202, Size: 794596 
Price: 89108, Size: 805179 
Price: 117524, Size: 956384 
Price: 381357, Size: 688261 
Price: 512309, Size: 701166 
Price: 7272, Size: 245294 
Price: 178400, Size: 414155 
Price: 286535, Size: 642568 
Price: 22928, Size: 221544 
Price: 85161, Size: 160538 
Price: 58959, Size: 286553 
Price: 478890, Size: 579174 
Price: 188322, Size: 793526 
Price: 515866, Size: 621869 
Price: 247240, Size: 949858 
Price: 757484, Size: 999261 
Price: 169699, Size: 440527 
Price: 477158, Size: 659977 
Price: 424271, Size: 611263 
Price: 464130, Size: 966729 
Price: 406113, Size: 994627 
Price: 231035, Size: 507942 
Price: 319415, Size: 684895 
Price: 316985, Size: 417531 
Price: 175636, Size: 982216 
Price: 733784, Size: 786146 
Price: 109457, Size: 286718 
Price: 539289, Size: 994443 
Price: 132647, Size: 879834 
Price: 28914, Size: 163505 
Price: 96106, Size: 299237 
Price: 417692, Size: 617747 
Price: 340895, Size: 534160 
Price: 242523, Size: 470050 
Price: 134142, Size: 558436 
Price: 348886, Size: 794810 
Price: 285284, Size: 997088 
Price: 632631, Size: 755339 
Price: 2876, Size: 513498 
Price: 334999, Size: 530773 
Price: 673657, Size: 859494 
Price: 683911, Size: 701172 
Price: 469433, Size: 585707 
Price: 846369, Size: 999631 
Price: 205588, Size: 669783 
Price: 209638, Size: 915263 
Price: 37722, Size: 955884 
Price: 410908, Size: 805006 
Price: 307084, Size: 727135 
Price: 2805, Size: 615600 
Price: 380135, Size: 830952 
Price: 432837, Size: 979801 
Price: 80136, Size: 488192 
Price: 7830, Size: 533327 
Price: 756242, Size: 857716 
Price: 499466, Size: 958548 
Price: 164355, Size: 649056 
Price: 339754, Size: 472130 
Price: 337410, Size: 457978 
Price: 206802, Size: 691848 
Price: 454805, Size: 788955 
Price: 414962, Size: 763712 
Price: 71589, Size: 918199 
Price: 230109, Size: 685833 
Price: 650087, Size: 995550 
Price: 630994, Size: 892217 
Price: 191671, Size: 447288 
Price: 372302, Size: 573225 
Price: 353711, Size: 942481 
Price: 579548, Size: 752114 
Price: 811224, Size: 964343 
Price: 579040, Size: 880707 
Price: 563178, Size: 944391 
Price: 699411, Size: 867491 
Price: 295410, Size: 354321 
Price: 685419, Size: 772850 
Price: 678202, Size: 966638 
Price: 68883, Size: 890274 
Price: 225463, Size: 896616 
Price: 496520, Size: 680195 
Price: 369813, Size: 973609 
Price: 35413, Size: 433272 
Price: 773494, Size: 781182 
Price: 120297, Size: 144713 
Price: 203095, Size: 424453 
Price: 426080, Size: 873916 
Price: 59537, Size: 65869 
Price: 198332, Size: 358769 
Price: 380949, Size: 656679 
Price: 828513, Size: 957920 
Price: 682435, Size: 734949 
Price: 321927, Size: 864442 
Price: 55657, Size: 249430 
Price: 496752, Size: 618029 
Price: 531781, Size: 685228 
Price: 494250, Size: 553897 
Price: 904976, Size: 962338 
Price: 319671, Size: 584546 
Price: 143520, Size: 378249 
Price: 22194, Size: 884586 
Price: 549509, Size: 964516 
Price: 419683, Size: 872900 
Price: 800293, Size: 859389 
Price: 458077, Size: 533724 
Price: 21302, Size: 980611 
Price: 892295, Size: 907338 
Price: 664684, Size: 906497 
Price: 507979, Size: 630771 
Price: 113255, Size: 324708 
Price: 108421, Size: 972236 
Price: 73246, Size: 821369 
Price: 286140, Size: 417434 
Price: 654866, Size: 738424 
Price: 672716, Size: 854404 
Price: 617998, Size: 664325 
Price: 401034, Size: 999924 
Price: 909169, Size: 912943 
Price: 660214, Size: 976005 
Price: 284721, Size: 846695 
Price: 796105, Size: 867699 
Price: 349086, Size: 445254 
Price: 548712, Size: 755784 
Price: 272531, Size: 360178 
Price: 268730, Size: 411828 
Price: 19397, Size: 441675 
Price: 316286, Size: 977092 
Price: 299225, Size: 687809 
Price: 109973, Size: 418759 
Price: 343765, Size: 502090 
Price: 879526, Size: 936101 
Price: 509099, Size: 515447 
Price: 691728, Size: 784954 
Price: 141825, Size: 683819 
Price: 465083, Size: 668336 
Price: 318228, Size: 870013 
Price: 182125, Size: 520885 
Price: 399757, Size: 977893 
Price: 97922, Size: 999314 
Price: 115162, Size: 859975 
Price: 39690, Size: 709360 
Price: 220759, Size: 567621 
Price: 422769, Size: 561453 
